Lotus6thfloor615,Haveli,Crack_Nozzle,MGMNT,virus,Chandrapg3,Lotus pg 5th Floor,DHAR,Lotus5thfloor501,lotus 4th floor 411,NikhilSai3floor,D-Link_DIR-615,Lotus4thfloor1,happylokayogaclasses,207_3,Princess Leia,Lotus6thfloor611,Lotus3rdfloor301,Lotus pg 5th floor 511,susheelaa,lotus 4th floor 401,JioFi2_A083B4,Dekhle_Hobe_khorcha_Aache!,MI MAX 2,aaranshu2016,NikhilSai4thFloor,Chandra Row3,Lotus1stfloorg11,varsha,Debasree,Get Lost .. Its not yours,Meet_your_Makers,Lotus602,207_2,Lenovo A7000-a,Nikhilsai 2nd floor extn,chandrapg1,Home-Airtel-2_5G,Lotus3rdfloor315,chandrapg4,The creep next door,Home-Airtel-2,0LA AUTOCONNECT 1904Z,sanchit,EverGreen,manepalli,207_1_Guest,SusheelaaPG4network,Home-Airtel,Amaravathi pg4,Lotus 2nd floor 1,Airtel-E5573-03A4,nikhilsai 4th floor extn,Act-shivam,Amaravathi pg3,Bing7777777,STRIKERS,Deepak,Chandra123,0LA_DRIVER_HOTSPOT_9538268467,SalehMohamed,Trident Jio,207_1
,,,,-90,,,,,,,-77,,-90,-82,,,,-92,,,,,,,-88,-77,,,,,-91,,-69,,,,,,,,-86,,,-77,-75,-70,,,,,,,,,,,,,-93,-81,,-70
,,,,-90,,,,,,,-82,,-90,-82,,,,-92,,,,,,-87,-90,-77,,,,,,,-69,,,,-92,,,,-84,,-89,-79,-76,-71,,-85,,,,,,,,,,,,-82,,-71
,,,,,,,,,,,-82,,,-82,,,,-92,,,,,,-87,-90,-77,,,,,,,-69,,,,-92,,,,-86,,-89,-79,-75,-69,,-84,,,,,,,,,,,,-82,,-69
,,,,,,,,,,,-77,,-92,-82,,,,-93,-95,,,,,,,-77,,,,,-90,,-69,,,,-91,,,,-85,,,,-76,-70,,-84,,,-88,,,,,,,,,,,-69
,,,,,,,,,,,-77,,-92,-86,,,,-94,-95,,,,,-88,,-77,,,,,-90,,-69,,,,-91,,,,-85,,,-77,-76,-71,,-84,,,-88,,,,,,,,,-81,,-71
,,,,,,,,,,,-84,,,-82,,,,-92,,,,,,-88,,-77,,,,,-91,,-69,,,,,,,,-87,,,-77,-76,-70,,-84,,,,,,,,,,,,-82,,-70
,,,,,,,,,,,-76,,,-82,,,,-92,,,,,,-89,,-77,,,,,-91,,-69,,,,-91,,,,-84,,,-77,-76,-70,,-86,,,,,,,,,,,,-82,,-70
,,,,,,,,,,,-80,,,-86,,,,,,,,,,-89,,-77,,,,,,,-69,,,,-91,,,,-84,,,-80,-76,-70,,-84,,,-87,,,,,,,,,-82,,-70
,,,,,,,,,,,-80,,,-85,,,,,,,,,,-89,-91,-77,,,,,,,-69,,,,,,,,-84,,,-80,-76,-71,,-83,,,-80,,,,,,,,,-80,,-70
,,,,,,,,,,,,,-90,-83,,,,,,,,,,-88,-91,-77,,,,,-89,,-69,,,,,,,,-84,,,-77,-76,-70,,-83,,,-80,,,,,,,,,-81,,-70
,,,,,,,,,,,-76,,-90,-82,,,,-91,,,,,,-88,,-76,,,,,-89,,-70,,,,,,,,-84,,,-78,-76,-70,,-83,,,,,,,,,,,,-82,,-70
,,,,,,,,,,,-81,,,-82,,,,-91,,,,,,,,-77,,,,,-95,,-70,,,,,,,,-86,,,-78,-76,-69,,-83,,,,,,,,,,,,-82,,-69
-95,,,,,,,,,,,-78,,-90,-86,,,,-91,,,,,,-88,,-77,,,,,-95,,-70,,,,,,,,-84,,,-80,-76,-69,,-83,,,,,,,,,,,,-84,,-68
-95,,,,-91,,,,,,,-78,,-90,-82,,,,,,,,,,-88,,-77,,,,,,,-69,,,,,,,,-87,,,-77,-75,-68,,-83,,,,,,,,,,,,-81,,-68
,,,,-91,,,,,,,-82,,-91,-86,,,,-93,,,,,,,,-77,,,,,-90,,-69,,,,,,,,-85,,,-77,-75,-68,,-83,,,,,,,,,,,,-81,,-68
,,,,,,,,,,,-82,,-91,-84,,,,-91,,,,,,,,-77,,,,,-90,,-69,,,,,,,,-85,,,,-75,-68,,-86,,,,,,,,,,,,,,-67
,,,,,,,,,,,-77,,-91,-85,,,,-91,,,,,,-88,,-77,,,,,-91,,-69,,,,,,,,-84,,,-81,-75,-68,,-83,,,,,,,,,,,,-81,,-68
,,,,-90,,,,,,,-76,,-91,-85,,,,,,,,,,-88,,-77,,,,,-91,,-69,,,,,,,,-85,,,-77,-75,-68,,-85,,,,,,,,-94,,,,-81,,-68
,,,,-88,,,,,,,-76,,,-86,,,,,,,,,,-88,,-77,,,,,,,-70,,,,,,,,-85,,,-77,-75,-68,,-83,,,,,,,,-94,,,,-81,,-68
,,,,-88,-96,,,,,,-81,,,-84,,,,,,,,,,-88,,-76,,,,,,,-70,,,,,,,,-85,,,-82,-75,-68,,-84,,,,,,,,,,,,-80,,-68
,,,,-88,-96,,,,,,-83,,,-84,,,,,,,,,,-88,,-77,,,,,,,-70,,,,-93,,,,-84,,,-82,-74,-69,,-83,,,,,,,,,,,,-80,,-69
,,,,,,,,,,,-77,,-92,-81,,,,,,,,,,,,-77,,,,,-91,,-70,,,,-91,,,,-85,,,-82,-75,-70,,-83,,,,,,,,,,,,-81,,-69
,,,,-90,,,,,,,-83,,-92,-84,,,,-91,,,,,,,-90,-77,,,,,-92,,-70,,,,-91,,,,-85,,,-81,-75,-70,,-83,,,,,,,,,,,,-81,,-69
-91,,,,-90,,,,,,,-83,,,-86,,,,-91,,,,,,-89,-90,-77,,,,,-92,,-69,,,,,,,,-87,,,-80,-75,-70,,-84,,,,,,,,-93,,,,-82,,-69
-91,,,,-94,,,,,,,-76,,-91,-82,,,,-91,,,,,,-89,,-78,,,,,,,-69,,,,,,,,-84,,,-80,-75,-70,,-84,,,,,,,,-93,,,,-82,,-69
,,,,-90,,,,,,,-81,,-91,-82,,,,,,,,,,,,-77,,,,,,,-70,,,,,,,,-85,,,,-75,-70,,-85,,,,,,,,,,,,-80,,-70
,,,,-88,,,,,,,-81,,,-86,,,,,,,,,,,-91,-77,,,,,-91,,-70,,,,,,,,-81,,,-79,-75,-68,,-85,,,,-91,,,,,,,,-83,,-68
,,,,-88,,,,,,,-76,,,-86,,,,,,,,,,,-91,-78,,,,,-91,,-68,,,,,,,,-85,,,-79,-74,-68,,-79,,,,-91,,,,-92,,,,-83,,-68
,,,,,,-76,-89,,,,-81,,,-82,,,,,,,,,,,,-85,,,,,-91,,-84,,,,,,,,-81,,,,-76,-76,,-79,,,,,,,,-92,,,,-80,,-77
,,-86,,,,-76,-89,,,,-81,,,-79,,,,,,,,,,-84,,-85,,,,,-91,,-84,,,,-90,,,,-81,,,-74,-78,-71,,-79,,,,,,,,,,,,-72,,-71
,,-86,,-86,,,,,,,,,,-84,,,,,,,,,,-84,,-82,,,,,-93,,-69,,,,-88,,,,-79,,,-80,-74,-65,,-88,,,,,,,,,,,,-80,,-64
,,,,-89,,,-89,,,,,,,-80,,,,,,,,,,,,-83,,,,,-93,,-64,,,,-87,,,,-79,,,-80,-74,-66,,-77,,,,,,,,,,,,-75,,-66
,,,,-89,,,-89,,,,,,,-83,,,,,,,,,,,,-83,,,,,,,-63,,,,-87,,,,-78,,,,-74,-66,,-77,,,,,,,,,,,,-76,,-66
,,,,,,,-91,,,,-83,,,-82,,,,,,,,,,,,-83,,,,,,,-63,,,,-87,,,,-76,,,,-74,-64,,-77,,,,,,,,,,,,-76,,-64
,,,,-85,,,-91,,,,-83,,,-84,,,,,,,,,,,,-83,,,,,,,-63,,,,-87,,,,-77,,,,-74,-64,,-77,,,,,,,,,,,,-76,,-64
,,,,-85,,,-91,,,,,,,-84,,,,,,,,,,,,-83,,,,,,,-63,,,,-88,,,,-77,,,-81,-74,-64,,-75,,,,,,,,,,,,-76,,-64
,,,,-89,,,-90,,,,,,,-83,,,,,,,,,,,,-84,,,,,,,-63,,,,-88,,,,-78,,,-81,-73,-65,,-75,,,,,,,,,,,,-76,,-64
,,-86,,-89,,,-90,,,,,,,-83,,,,,,,,,,,,-82,,,,,,,-63,,,,-90,,,,-78,,,-84,-73,-65,,-75,,,,,,,,,,,,-76,,-65
,,-86,,-90,,,-90,,,,,,,-83,,,,,,,,,,,,-82,,,,,,,-62,,,,-89,,,,-75,,,-84,-73,-65,,-76,,,,,,,,,,,,-76,,-64
,,,,-90,,,-89,,,,,,,-83,,,,,,,,,,,,-82,,,,,,,-63,,,,-89,,,,-75,,,,-74,-64,,-76,,,,,,,,,,,,-76,,-64
,,,,-87,,,-89,,,,,,,-83,,,,,,,,,,,,-82,,,,,,,-63,,,,-89,,,,-75,,,-82,-74,-65,,-76,,,,,,,,,,,,-76,,-64
,,,,-88,,,-89,,,,-85,,,-83,,,,,,,,,,,,-82,,,,,,,-61,,,,-88,,,,-75,,,-82,-74,-65,,-76,,,,,,,,,,,,-77,,-64
,,,,-86,,,-89,,,,-85,,,-82,,,,,,,,,,,,-82,,,,,,,-62,,,,-88,,,,-75,,,-83,-74,-64,,-76,,,,,,,,,,,,-77,,-64
,,,,-86,,,-90,,,,-85,,,-82,,,,,,,,,,,,-82,,,,,,,-62,,,,-89,,,,-77,,,-83,-74,-64,,-76,,,,,,,,,,,,-76,,-64
,,,,-86,,,-90,,,,-85,,,-82,,,,,,,,,,,,-82,,,,,,,-62,,,,-88,,,,-75,,,-83,-74,-64,,-76,,,,,,,,,,,,-79,,-63
,,,,-86,,,-89,,,,,,,-82,,,,,,,,,,,,-83,,,,,,,-62,,,,-88,,,,-75,,,,-74,-65,,-78,,,,,,,,,,,,-76,,-64
,,,,-90,,,-89,,,,,,,-82,,,,,,,,,,,,-83,,,,,,,-62,,,,-88,,,,-75,,,,-74,-63,,-76,,,,,,,,,,,,-77,,-64
,,-86,,-90,,,-89,,,,-84,,,-82,,,,,,,,,,,,-83,,,,,,,-62,,,,-88,,,,-78,,,-83,-74,-63,,-76,,,,,,,,,,,,-77,,-63
,,-86,,-86,,,-89,,,,-84,,,-82,,,,,,,,,,,,-83,,,,,,,-63,,,,-88,,,,-76,,,-83,-74,-64,,-76,,,,,,,,,,,,-77,,-64
,,,,-86,,,,,,,,,,-82,,,,,,,,,,,,-83,,,,,,,-63,,,,-88,,,,-75,,,-82,-74,-65,,-77,,,,,,,,,,,,-76,,-65
,,,,-86,,,-91,,,,-84,,,-82,,,,,,,,,,,,-83,,,,,,,-63,,,,-90,,,,-76,,,-78,-74,-65,,-78,,,,,,,,,,,,-77,,-65
,,,,,,,-88,,,,-84,,,-84,,,,,,,,,,,,-83,,,,,,,-63,,,,-90,,,,-80,,,-78,-74,-65,,-77,,,,,,,,,,,,-76,,-65
,,,,,,,-88,,,,,,,-83,,,,,,,,,,,,-82,,,,,,,-63,,,,-89,,,,-81,,,,-74,-66,,-76,,,,,,,,,,,,-77,,-66
,,,,-87,,,-88,,,,,,,-89,,,,,,,,,,,,-82,,,,,-92,,-64,,,,-89,,,,-77,,,-83,-74,-66,,-76,,,,,,,,,,,,-75,,-65
,,,,-87,,,-88,,,,,,,-84,,,,,,,,,,,,-82,,,,,-92,,-63,,,,-91,,,,-80,,,-83,-73,-66,,-76,,,,,,,,,,,,-76,,-63
,,,,,,,-88,,,,-80,,,-84,,,,,,,,,,-91,,-83,,,,,,,-63,,,,-90,,,,-78,,,-82,-73,-64,,-75,,,,,,,,,,,,-76,,-64
,,,,,,,-88,,,,-80,,,-83,,,,,,,,,,-91,,-83,,,,,,,-61,,,,-90,,,,-75,,-88,-82,-73,-65,,-75,,,,,,,,,,,,-76,,-64
,,,,-88,,,-89,,,,,,,-85,,,,,,,,,,,,-85,,,,,,,-62,,,,-88,,,,-75,,-88,-82,-73,-65,,-75,,,,,,,,,,,,-76,,-64
,,,,-88,,,-89,,,,,,,-84,,,,,,,,,,,,-84,,,,,,,-62,,,,-88,,,,-75,,,-82,-73,-65,,-75,,,,,,,,,,,,-76,,-64
,,,,-87,,,-89,,,,,,,-84,,,,,,,,,,,,-84,,,,,,,-62,,,,-88,,,,-78,,,-82,-74,-65,,-75,,,,,,,,,,,,-76,,-64
,,,,-89,,,-89,,,,,,,-82,,,,,,,,,,,,-84,,,,,,,-61,,,,-89,,,,-76,,,-82,-75,-64,,-77,,,,,,,,,,,,-76,,-64
,,,,-89,,,-89,,,,,,,-82,,,,,,,,,,,,-84,,,,,,,-61,,,,-87,,,,-79,,,-82,-74,-64,,-76,,,,,,,,,,,,-75,,-64
,,,,-86,,,-90,,,,-81,,,-82,,,,,,,,,,,,-84,,,,,,,-62,,,,-88,,,,-79,,,-82,-74,-64,,-76,,,,-93,,,,,,,,-77,,-64
,,,,-85,,,-90,,,,-81,,,-86,,,,,,,,,,,,-84,,,,,,,-61,,,,-88,,,,-79,,,-82,-74,-65,,-76,,,,-93,,,,,,,,-76,,-65
,,,,-86,,,-90,,,,,,,-85,,,,,,,,,,,,-84,,,,,-93,,-62,,,,-88,,,,-76,,,-83,-74,-64,,-76,,,,,,,,,,,,-77,,-65
,,,,-86,,,-89,,,,-77,,,-82,,,,,,,,,,,,-84,,,,,-89,,-62,,,,-89,,,,-76,,,-81,-73,-64,,-76,,,,,,,,,,,,-76,,-65
,,,,-86,,,-89,,,,-80,,,-82,,,,,,,,,,,,-84,,,,,-89,,-62,,,,-89,,,,-76,,,-81,-73,-64,,-76,,,,,,,,,,,,-78,,-63
,,,,,,,,,,-94,-83,,,-81,,,,,,,,,,,,-84,,,,,,,-62,,,,-89,,,,-76,,,-82,-73,-64,,-76,,,,,,,,,,,,-78,,-63
,,,,-88,,,,,,-94,-82,,,-84,,,,,,,,,,,,-83,,,,,,,-62,,,,-88,,,,-78,,,-82,-74,-64,,-76,,,,,,,,,,,,-77,,-63
-93,,,,-85,,,,,,,-82,,,-81,,,,,,,,,,,,-83,,,,,,,-62,,,,-88,,,,-79,,,-81,-74,-64,,-76,,,,,,,,,,,,-76,,-64
-93,,,,-85,,,,,,,-83,,,-81,,,,,,,,,,,,-83,,,,,,,-62,,,,-87,,,,-80,,,-82,-75,-59,,-77,,,,,,,,,,,,-76,,-60
,,,,-82,,,,,,-91,-83,,,,,,,,,,,,,,,-83,,,,,,,-66,,,,-88,,,,-82,,,-82,-74,-57,-93,-83,,,,,,,,,,,,-79,,-57
,,,,-84,,,,,,-91,,,,-82,,,,,,,,,,,,-83,,,,,,,-64,,,,-88,,,,-75,,,,-75,-61,-93,-77,,,,,,,,,,,,-76,,-61
,,,,-92,,,-83,,,,-87,,,-82,,,,,,,,,,,,-83,,,,,,,-72,,,,-90,,,,-78,,,,-76,-53,,-81,,,,,,,,,,,,-77,,-53
,-90,,,-91,,,-85,,,,-80,,,-84,,,,,,,,,,-80,,-84,,,,,,,-80,,,,-90,,,,-78,,,-84,-80,-59,,-78,,,,,,,,,,,,-74,,-60
,-90,,,-91,,,-85,,,,-80,,,-88,,,,,,,,,,-80,,-84,,,,,,,-81,,,,,,,,,,,-84,-81,-71,,-78,,,,,,,,,,,,-74,,-71
,,,,,,,,,,,,,,-88,,,,,,,,,,,,,,,,,,,-83,,,,,,,,-95,,,,-81,-73,,,,,,,,,,,,,,,,-73
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,-95,,,-88,-81,-74,,,,,,,,,,,,,,,,-73
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,,,,,,,,,,-86,-80,-74,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,,,,,,,,,,-86,-80,-75,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,,,,,,,,,,,-92,,,,,,,,,-82,,,,,,,,,,,-90,-80,-75,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,,,,,,,,,,,-92,,,,,,,,,-82,,,,,,,,,,,-90,-80,-75,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,,,,,,,,,,,-95,,,,,,,,,-82,,,,,,,,,,,-89,-80,-74,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,,,,,,,,,,,-95,,,,,,,,,-82,,,,,,,,,,,-88,-80,-74,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,-89,-81,-74,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,-89,-81,-76,,,,,,,,,,,,,,,,-76
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,-87,-80,-75,,,,,,,,,,,,,,,,-75
,,,,,,,,,,,,,,,,,,,,,,,,-93,,,,,,,,,-82,,,,,,,,,,,-88,-80,-74,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,,,,,,,,,,,-93,,,,,,,,,-82,,,,,,,,,,,-87,-81,-74,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,-87,-80,-75,,,,,,,,,,,,,,,,-75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,-86,-80,-75,,,,,,,,,,,,,,,,-75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,-93,,,-86,-81,-75,,,,,,,,,,,,,,,,-75
,,,,,,,,,,,,,,-92,,,,,,,,,,,,,,,,,,,-82,,,,,,,,-93,,,-88,-80,-75,,,,,,,,,,,,,,,,-75
,,,,,,,,,,,,,,-92,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,-87,-80,-75,,,,,,,,,,,,,,,,-75
,,,,,,,,,,,,,,-91,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,-88,-80,-75,,,,,,,,,,,,,,,,-75
,,,,-87,,,,,,,,,,-91,,,,,,,,,,,,,,,,,,,-83,,,,,,,,-92,,,-88,-80,-75,,,,,,,,,,,,,,,,-75
,,,,-87,,,,,,,,,,-93,,,,,,,,,,,,,,,,,,,-83,,,,,,,,-92,,,-87,-80,-74,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,-93,,,,,,,,,,,,,,,,,,,-83,,,,,,,,-91,,,-87,-80,-75,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,-91,,,-85,-80,-75,,,,,,,,,,,,,,,,-75
,,,,,,,,,,,,,,-93,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,-85,-80,-75,,,,,,,,,,,,,,,,-75
,,,,,,,,,,,,,,-93,,,,,,,,,,,,,,,,,,,-83,,,,,,,,-92,,,-86,-80,-75,,,,,,,,,,,,,,,,-75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,-92,,,-86,-80,-75,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,-88,-80,-74,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,-89,-81,-75,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,,,,,,,,-92,,,-89,-81,-75,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,-92,,,-88,-81,-75,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,-91,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,-90,-81,-75,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,-93,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,-87,-81,-75,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,-93,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,-86,-80,-75,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,-93,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,-88,-81,-75,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,-89,-81,-75,,,,,,,,,,,,,,,,-75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,-87,-80,-75,,,,,,,,,,,,,,,,-75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,-89,-80,-75,,,,,,,,,,,,,,,,-75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,-88,-80,-75,,,,,,,,,,,,,,,,-75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,,,,,,,,,,,-88,-80,-76,,,,,,,,,,,,,,,,-76
,,,,,,,,,,,,,,-92,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,-88,-80,-74,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,-92,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,-88,-80,-74,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,,,,,,,,,,-87,-80,-74,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,-86,-80,-74,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,,,,,,,,,,,-92,,,,,,,,,-82,,,,,,,,,,,-89,-80,-74,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,,,,,,,,,,,-92,,,,,,,,,-82,,,,,,,,-93,,,-85,-80,-74,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,,,,,,,,,,,-98,,,,,,,,,-82,,,,,,,,-93,,,-87,-80,-74,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,,,,,,,,,,,-98,,,,,,,,,-82,,,,,,,,,,,-89,-80,-74,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,-87,-80,-75,,,,,,,,,,,,,,,,-75
,,,,,,,,,,,,,,-91,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,-87,-80,-75,,,,,,,,,,,,,,,,-75
,,,,,,,,,,,,,,-91,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,-90,-80,-74,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,-90,-80,-74,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,-89,-80,-74,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,-87,-80,-74,,,,,,,,,,,,,,-90,,-74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,-88,-80,-75,,,,,,,,,,,,,,-90,,-75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,-87,-80,-75,,,,,,,,,,,,,,,,-75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,-87,-80,-75,,,,,,,,,,,,,,-89,,-75
,,,,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,-87,-80,-75,,,,,,,,,,,,,,-89,,-75
,,,,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,-86,-80,-75,,,,,,,,,,,,,,,,-75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,-86,-80,-75,,,,,,,,,,,,,,,,-75
,,,,,,,,,,,,,,-93,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,-87,-80,-75,,,,,,,,,,,,,,,,-75
,,,,,,,,,,,,,,-93,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,-87,-80,-75,,,,,,,,,,,,,,,,-75
,,,,,,,,,,,,,,-93,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,-89,-80,-75,,,,,,,,,,,,,,,,-75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,-86,-79,-75,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,-86,-80,-75,,,,,,,,,,,,,,,,-75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,-86,-81,-75,,,,,,,,,,,,,,,,-75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,-86,-81,-75,,,,,,,,,,,,,,,,-75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,-86,-81,-75,,,,,,,,,,,,,,,,-75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,-94,,,-89,-80,-75,,,,,,,,,,,,,,,,-75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,-94,,,-88,-81,-75,,,,,,,,,,,,,,,,-75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,-89,-80,-75,,,,,,,,,,,,,,,,-75
,,,,,,,,,,,,,,-93,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,-86,-80,-75,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,-93,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,-86,-80,-75,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,-93,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,-91,-81,-75,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,-89,-81,-75,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,-88,,,,,,,,,,-94,,,,,,,,,-83,,,,,,,,,,,-88,-81,-74,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,-88,,,,,,,,,,-95,,,,,,,,,-79,,,,,,,,,,,-85,-81,-74,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,-90,,,,,,,,,,-95,,,,,,,,,-82,,,,,,,,,,,-87,-81,-74,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,-88,,,,,,,,,,-92,,,,,,,,,-82,,,,,,,,,,,-88,-81,-74,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,-92,,,,,,,,,,-92,,,,,,,,,-82,,,,,,,,,,,-88,-81,-74,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,-92,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,-86,-80,-74,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,-88,-80,-74,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,-87,-80,-74,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,-89,-80,-74,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,-92,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,-87,-80,-74,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,-92,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,-87,-80,-74,,,,,,,,,,,,,,,,-74
,,,,,,,,,,,,,,,,,,,,,,,,,-95,,,,,,,,-83,,,,,,,,,,,-87,-80,-75,,,,,,,,,,,,,,,,-74
